id,StartTime,StopTime,currentFrequency,duration,method,StartTime2,model
2024-12-02T12:34:10.071+0100,2024-12-02 : 11-34-10,2024-12-02 : 12-07-48,50,33 minutes :37 seconds,0,2024-12-02_11-34-10,Apple Watch Series 7 45mm
